Age,Education,YearsExperience,JobRole,Location,EmploymentType,CompanySize,Salary
28,Bachelor's,3,DevOps Engineer,Bengaluru,Full-time,Medium,1163000
53,Bachelor's,18,Business Analyst,Pune,Part-time,Large,1352000
26,Master's,0,Data Scientist,Pune,Full-time,Small,1106000
36,Master's,4,Database Administrator,Noida,Contract,Large,1136000
24,Bachelor's,2,ML Engineer,Kolkata,Full-time,Small,855000
54,Bachelor's,2,Product Analyst,Chennai,Full-time,Medium,821000
37,Bachelor's,15,Product Analyst,Hyderabad,Full-time,Small,1593000
24,PhD,1,Data Scientist,Bengaluru,Part-time,Large,908000
31,Bachelor's,8,Web Developer,Ahmedabad,Full-time,Small,869000
31,Master's,6,Software Engineer,Kolkata,Full-time,Startup,1022000
21,Bachelor's,0,Database Administrator,Ahmedabad,Full-time,Startup,597000
31,Bachelor's,0,Software Engineer,Mumbai,Full-time,Startup,871000
49,Master's,24,ML Engineer,Noida,Part-time,Medium,1471000
48,Bachelor's,10,Project Manager,Bengaluru,Full-time,Large,2289000
25,Master's,1,DevOps Engineer,Gurugram,Full-time,Large,1434000
33,Master's,10,Database Administrator,Delhi,Full-time,Large,1580000
54,Bachelor's,29,Web Developer,Ahmedabad,Part-time,Medium,888000
24,Bachelor's,1,Product Analyst,Ahmedabad,Contract,Startup,344000
32,PhD,6,Data Analyst,Kolkata,Full-time,Large,1120000
30,Bachelor's,4,ML Engineer,Pune,Full-time,Large,1454000
24,Master's,2,Business Analyst,Hyderabad,Full-time,Small,992000
32,Bachelor's,11,Project Manager,Mumbai,Full-time,Medium,2056000
33,Bachelor's,12,Web Developer,Hyderabad,Full-time,Small,1139000
24,Bachelor's,0,Data Scientist,Ahmedabad,Contract,Medium,643000
35,Bachelor's,6,Business Analyst,Hyderabad,Full-time,Small,1102000
36,PhD,1,Software Engineer,Ahmedabad,Full-time,Small,833000
55,Bachelor's,28,Business Analyst,Kolkata,Full-time,Small,1513000
36,Bachelor's,11,Project Manager,Mumbai,Full-time,Startup,1862000
44,Bachelor's,2,Data Analyst,Gurugram,Full-time,Startup,816000
33,Bachelor's,3,Data Scientist,Chennai,Contract,Large,1257000
27,Bachelor's,1,DevOps Engineer,Hyderabad,Full-time,Small,911000
49,Master's,20,Business Analyst,Hyderabad,Full-time,Startup,2235000
28,Bachelor's,3,ML Engineer,Pune,Full-time,Large,1492000
24,Master's,2,Business Analyst,Ahmedabad,Contract,Medium,832000
27,Bachelor's,0,ML Engineer,Hyderabad,Full-time,Small,1017000
26,Master's,5,Data Scientist,Chennai,Full-time,Medium,1500000
44,Bachelor's,8,Database Administrator,Mumbai,Full-time,Large,1806000
48,Bachelor's,2,Business Analyst,Delhi,Full-time,Small,835000
26,Bachelor's,2,Product Analyst,Noida,Contract,Startup,620000
34,Bachelor's,5,Software Engineer,Pune,Contract,Startup,987000
43,Bachelor's,19,DevOps Engineer,Mumbai,Contract,Medium,2046000
42,Master's,12,Software Engineer,Pune,Full-time,Medium,1857000
35,Master's,4,Project Manager,Delhi,Part-time,Large,912000
31,Master's,8,Project Manager,Bengaluru,Full-time,Medium,1855000
34,Bachelor's,0,Database Administrator,Chennai,Contract,Large,845000
26,Bachelor's,3,Data Analyst,Chennai,Contract,Medium,769000
24,Master's,2,Web Developer,Chennai,Full-time,Large,944000
55,Master's,30,DevOps Engineer,Pune,Full-time,Startup,2473000
55,Bachelor's,13,Data Scientist,Bengaluru,Contract,Small,1842000
45,Bachelor's,16,Software Engineer,Mumbai,Contract,Startup,1678000
33,Master's,7,Database Administrator,Bengaluru,Full-time,Startup,1268000
47,PhD,23,Software Engineer,Bengaluru,Full-time,Medium,3098000
23,Bachelor's,2,Web Developer,Gurugram,Full-time,Startup,661000
43,Master's,12,Database Administrator,Kolkata,Part-time,Small,677000
40,Master's,14,Product Analyst,Hyderabad,Contract,Small,1603000
34,Bachelor's,7,DevOps Engineer,Gurugram,Full-time,Large,1358000
34,Bachelor's,6,Project Manager,Kolkata,Full-time,Medium,1177000
37,Master's,4,Data Analyst,Bengaluru,Full-time,Small,1081000
48,Master's,14,Database Administrator,Hyderabad,Contract,Startup,1421000
41,Bachelor's,11,ML Engineer,Pune,Full-time,Small,1967000
42,Bachelor's,15,Data Scientist,Hyderabad,Full-time,Large,2100000
44,Bachelor's,2,Business Analyst,Hyderabad,Full-time,Startup,655000
23,Bachelor's,2,Product Analyst,Bengaluru,Full-time,Startup,770000
35,Bachelor's,3,Database Administrator,Chennai,Contract,Startup,890000
48,PhD,9,ML Engineer,Chennai,Full-time,Large,2197000
54,Master's,1,Product Analyst,Noida,Full-time,Small,850000
50,Master's,23,DevOps Engineer,Gurugram,Contract,Startup,2458000
22,Bachelor's,0,Data Analyst,Delhi,Full-time,Medium,539000
49,Master's,11,DevOps Engineer,Ahmedabad,Full-time,Large,1642000
53,Master's,1,Software Engineer,Chennai,Part-time,Small,502000
24,Bachelor's,3,Web Developer,Noida,Full-time,Small,521000
50,Bachelor's,15,Business Analyst,Kolkata,Full-time,Medium,1535000
35,Bachelor's,2,Product Analyst,Gurugram,Full-time,Medium,907000
31,Master's,6,Web Developer,Pune,Full-time,Large,1147000
21,Bachelor's,0,DevOps Engineer,Ahmedabad,Full-time,Large,917000
42,Master's,3,DevOps Engineer,Delhi,Full-time,Startup,1079000
43,Bachelor's,4,Software Engineer,Gurugram,Contract,Medium,836000
42,Bachelor's,11,Business Analyst,Pune,Full-time,Medium,1531000
28,Bachelor's,6,Product Analyst,Delhi,Full-time,Medium,1094000
36,Master's,14,Software Engineer,Pune,Full-time,Small,1679000
54,Master's,29,Data Analyst,Chennai,Full-time,Small,2506000
43,Bachelor's,17,DevOps Engineer,Hyderabad,Full-time,Large,2532000
31,,7,Database Administrator,Delhi,Contract,Large,1371000
37,Bachelor's,15,Data Analyst,Bengaluru,Full-time,Large,1865000
32,Master's,7,Data Analyst,Mumbai,Full-time,Large,1588000
29,PhD,0,ML Engineer,Chennai,Full-time,Medium,1191000
33,Master's,11,Data Scientist,Delhi,Full-time,Large,2127000
55,Bachelor's,3,Data Analyst,Noida,Contract,Medium,798000
26,Master's,5,Data Analyst,Noida,Full-time,Large,1279000
48,PhD,12,Software Engineer,Mumbai,Full-time,Startup,1493000
41,Bachelor's,20,Software Engineer,Ahmedabad,Full-time,Medium,1646000
32,Bachelor's,3,Business Analyst,Delhi,Full-time,Large,955000
34,PhD,6,Data Scientist,Gurugram,Full-time,Medium,1529000
45,Master's,9,Product Analyst,Bengaluru,Full-time,Large,1631000
25,Bachelor's,3,Business Analyst,Gurugram,Full-time,Medium,1024000
24,Master's,3,Data Scientist,Mumbai,Full-time,Medium,1396000
42,Bachelor's,5,Data Scientist,Chennai,Full-time,Medium,1268000
40,Bachelor's,16,DevOps Engineer,Ahmedabad,Full-time,Small,1352000
28,Bachelor's,3,Project Manager,Chennai,Full-time,Medium,1002000
34,Bachelor's,12,Software Engineer,Pune,Full-time,Large,2190000
32,Bachelor's,8,ML Engineer,Chennai,Full-time,Large,1794000
53,Master's,4,Data Scientist,Pune,Full-time,Large,1682000
38,Bachelor's,0,Data Scientist,Chennai,Full-time,Large,1112000
29,Bachelor's,7,DevOps Engineer,Gurugram,Full-time,Startup,1143000
36,Master's,12,Software Engineer,Chennai,Full-time,Startup,1526000
23,Bachelor's,2,ML Engineer,Bengaluru,Full-time,Medium,1299000
24,Master's,3,Web Developer,Pune,Full-time,Startup,819000
29,Bachelor's,5,Product Analyst,Kolkata,Full-time,Startup,773000
23,Bachelor's,1,Web Developer,Delhi,Full-time,Startup,380000
47,Bachelor's,12,Web Developer,Bengaluru,Full-time,Startup,1259000
43,Master's,21,DevOps Engineer,Delhi,Full-time,Medium,2309000
33,Bachelor's,3,Data Scientist,Gurugram,Full-time,Startup,957000
38,Bachelor's,6,Business Analyst,Kolkata,Full-time,Startup,859000
37,,2,,Mumbai,Full-time,Small,1080000
50,PhD,1,,Mumbai,Full-time,Startup,825000
29,Bachelor's,4,Product Analyst,Pune,Full-time,Large,936000
38,Master's,10,Web Developer,Noida,Full-time,Medium,1458000
26,Bachelor's,1,Business Analyst,Kolkata,Full-time,Medium,415000
44,Master's,10,Data Analyst,Hyderabad,Contract,Startup,1157000
38,Bachelor's,8,Business Analyst,Hyderabad,Full-time,Medium,1169000
30,Bachelor's,9,Software Engineer,Mumbai,Full-time,Startup,1419000
33,Master's,2,Project Manager,Noida,Contract,Medium,1125000
37,Bachelor's,2,Software Engineer,Chennai,Full-time,Small,838000
45,Bachelor's,24,Business Analyst,Mumbai,Full-time,Small,2056000
22,Bachelor's,0,ML Engineer,Bengaluru,Part-time,Medium,566000
21,Bachelor's,0,Business Analyst,Delhi,Full-time,Small,619000
41,PhD,11,ML Engineer,Chennai,Full-time,Large,2236000
54,Bachelor's,18,Software Engineer,Gurugram,Full-time,Medium,1903000
21,Bachelor's,0,Product Analyst,Hyderabad,Full-time,Small,666000
53,Master's,17,Data Analyst,Kolkata,Full-time,Startup,1317000
28,Bachelor's,3,Database Administrator,Mumbai,Full-time,Large,1246000
42,Bachelor's,15,Database Administrator,Noida,Full-time,Small,1767000
55,Bachelor's,15,Product Analyst,Bengaluru,Contract,Small,1750000
37,Master's,8,Product Analyst,Pune,Full-time,Small,1268000
44,Master's,4,Data Scientist,Hyderabad,Full-time,Small,1333000
52,Bachelor's,31,Software Engineer,Hyderabad,Full-time,Large,3733000
27,Master's,4,Database Administrator,Ahmedabad,Full-time,Medium,828000
41,PhD,16,Business Analyst,,Full-time,Small,1807000
41,PhD,0,DevOps Engineer,Delhi,Full-time,Large,1299000
41,PhD,18,Database Administrator,Ahmedabad,Full-time,Startup,1643000
27,Bachelor's,2,Web Developer,Mumbai,Full-time,Medium,689000
43,Master's,9,Business Analyst,Mumbai,Full-time,Startup,1239000
39,Bachelor's,15,ML Engineer,Pune,Full-time,Small,1977000
22,Master's,1,Data Analyst,Pune,Full-time,Large,856000
43,Bachelor's,11,Business Analyst,Kolkata,Contract,Medium,1132000
29,Master's,2,Business Analyst,Hyderabad,Full-time,Small,924000
44,Bachelor's,15,DevOps Engineer,Chennai,Contract,Medium,2004000
49,Bachelor's,1,DevOps Engineer,Kolkata,Full-time,Small,938000
44,Master's,20,Web Developer,Noida,Full-time,Large,2602000
55,Bachelor's,23,Web Developer,Pune,Full-time,Medium,2275000
44,Master's,11,DevOps Engineer,Ahmedabad,Full-time,Medium,1542000
22,Bachelor's,1,Project Manager,Mumbai,Contract,Startup,1064000
53,Bachelor's,21,DevOps Engineer,Ahmedabad,Full-time,Medium,1924000
29,Bachelor's,3,Software Engineer,,Full-time,Startup,738000
21,Bachelor's,0,Project Manager,Mumbai,Full-time,Startup,872000
46,Bachelor's,14,Data Scientist,Kolkata,Full-time,Large,1690000
49,Master's,13,Product Analyst,Pune,Full-time,Large,1869000
41,Bachelor's,16,Web Developer,Bengaluru,Full-time,Large,1936000
55,Master's,20,DevOps Engineer,Mumbai,Full-time,Large,3368000
41,Master's,3,Project Manager,Chennai,Full-time,Medium,1197000
44,Bachelor's,19,Product Analyst,Hyderabad,Contract,Medium,1987000
32,Bachelor's,1,ML Engineer,Chennai,Full-time,Medium,1068000
52,Bachelor's,19,DevOps Engineer,Pune,Part-time,Medium,1431000
41,Bachelor's,9,Software Engineer,Delhi,Full-time,Medium,1354000
27,PhD,2,Project Manager,Delhi,Contract,Startup,1002000
23,Master's,1,Database Administrator,Ahmedabad,Full-time,Medium,795000
25,Master's,3,DevOps Engineer,Ahmedabad,Full-time,Startup,924000
32,Bachelor's,3,Data Scientist,Delhi,Full-time,Large,1416000
37,Bachelor's,6,Data Analyst,Gurugram,Full-time,Large,1160000
54,PhD,22,Data Scientist,Mumbai,Contract,Medium,2629000
26,Master's,0,Product Analyst,Delhi,Full-time,Small,796000
44,Master's,7,Web Developer,Delhi,Full-time,Large,1344000
53,Bachelor's,31,Data Scientist,Bengaluru,Full-time,Small,2568000
31,Bachelor's,6,DevOps Engineer,Noida,Full-time,Small,1107000
22,Bachelor's,1,Software Engineer,Kolkata,Full-time,Medium,800000
40,Bachelor's,0,Software Engineer,Mumbai,Full-time,Small,724000
22,Bachelor's,1,ML Engineer,Kolkata,Full-time,Medium,985000
49,Bachelor's,26,Web Developer,Ahmedabad,Contract,Startup,1589000
44,Master's,9,Project Manager,Pune,Full-time,Large,2071000
21,Master's,0,DevOps Engineer,Pune,Full-time,Large,1073000
47,Master's,20,ML Engineer,Pune,Full-time,Large,2627000
34,Bachelor's,3,ML Engineer,Ahmedabad,Full-time,Small,1045000
30,Bachelor's,6,ML Engineer,Noida,Full-time,Medium,1417000
53,Bachelor's,6,Database Administrator,Mumbai,Full-time,Startup,1269000
50,Master's,28,ML Engineer,Mumbai,Contract,Large,3743000
46,Bachelor's,11,Data Analyst,Mumbai,Contract,Medium,1386000
25,Bachelor's,0,Database Administrator,Bengaluru,Contract,Medium,751000
38,Master's,9,Software Engineer,Ahmedabad,Full-time,Medium,1182000
26,Bachelor's,2,ML Engineer,Noida,Full-time,Startup,1033000
21,Bachelor's,0,Data Analyst,Noida,Full-time,Medium,664000
47,Master's,17,Business Analyst,Noida,Full-time,Small,1748000
42,PhD,14,ML Engineer,Mumbai,Full-time,Small,2130000
54,,22,Product Analyst,Bengaluru,Contract,Startup,2239000
39,Master's,5,Product Analyst,Pune,Full-time,Small,997000
28,,3,Software Engineer,Gurugram,Full-time,Medium,1232000
25,Master's,2,DevOps Engineer,Kolkata,Contract,Large,1225000
23,Master's,0,Project Manager,Delhi,Full-time,Startup,1210000
29,Bachelor's,3,Project Manager,Kolkata,Full-time,Startup,975000
31,Master's,7,Web Developer,Ahmedabad,Full-time,Medium,1202000
33,Master's,4,ML Engineer,Delhi,Contract,Small,1282000
52,Bachelor's,20,Data Scientist,Pune,Part-time,Startup,1087000
39,Master's,10,Business Analyst,Mumbai,Full-time,Large,1804000
38,Master's,15,Data Analyst,Bengaluru,Part-time,Startup,974000
22,Bachelor's,1,Software Engineer,Gurugram,Full-time,Medium,746000
52,Master's,18,Data Analyst,Ahmedabad,Full-time,Large,1717000
50,Bachelor's,27,ML Engineer,Mumbai,Full-time,Startup,2961000
30,Master's,9,Project Manager,Noida,Full-time,Medium,1730000
24,Bachelor's,2,Data Scientist,Pune,Full-time,Medium,1087000
34,Bachelor's,0,Data Scientist,Mumbai,Full-time,Small,1036000
34,Master's,1,Product Analyst,Pune,Full-time,Large,1161000
36,Master's,0,Project Manager,Hyderabad,Full-time,Medium,1264000
40,Bachelor's,11,DevOps Engineer,Delhi,Full-time,Large,2016000
54,Bachelor's,31,DevOps Engineer,Chennai,Full-time,Startup,2293000
39,Master's,17,DevOps Engineer,Gurugram,Contract,Large,2649000
46,PhD,2,DevOps Engineer,Mumbai,Full-time,Large,1538000
22,Bachelor's,1,DevOps Engineer,Hyderabad,Full-time,Medium,1027000
38,Master's,0,Data Scientist,Delhi,Full-time,Medium,964000
23,PhD,1,Software Engineer,Ahmedabad,Contract,Medium,852000
24,Bachelor's,0,Web Developer,Mumbai,Contract,Startup,491000
44,Bachelor's,9,DevOps Engineer,Hyderabad,Full-time,Startup,1250000
27,Bachelor's,0,DevOps Engineer,Ahmedabad,Full-time,Startup,782000
43,Bachelor's,11,Business Analyst,Bengaluru,Full-time,Startup,1183000
24,Bachelor's,3,Data Analyst,Noida,Full-time,Large,883000
35,Bachelor's,7,Software Engineer,Pune,Full-time,Small,1140000
25,Bachelor's,3,Business Analyst,Bengaluru,Full-time,Medium,1137000
31,Master's,0,Business Analyst,Bengaluru,Contract,Large,927000
47,Bachelor's,25,,Hyderabad,Part-time,Small,1050000
30,Bachelor's,7,Web Developer,Mumbai,Full-time,Medium,1398000
26,Bachelor's,4,Web Developer,Ahmedabad,Full-time,Large,643000
52,Master's,1,Database Administrator,Chennai,Full-time,Medium,924000
25,Bachelor's,1,Database Administrator,Ahmedabad,Full-time,Large,704000
43,Bachelor's,16,Data Analyst,Ahmedabad,Contract,Small,1495000
39,Bachelor's,15,Product Analyst,Chennai,Full-time,Large,1711000
44,Bachelor's,0,DevOps Engineer,Hyderabad,Contract,Startup,738000
21,PhD,0,Web Developer,Gurugram,Full-time,Startup,764000
28,Master's,4,Data Analyst,Mumbai,Full-time,Large,1333000
42,Bachelor's,10,Data Scientist,Gurugram,Contract,Small,1578000
37,Bachelor's,0,Project Manager,Mumbai,Full-time,Medium,1180000
23,Bachelor's,0,Web Developer,Gurugram,Full-time,Large,721000
29,Bachelor's,5,Project Manager,Hyderabad,Full-time,Small,1263000
46,PhD,6,Software Engineer,Mumbai,Full-time,Medium,1440000
43,Master's,18,Software Engineer,Pune,Full-time,Startup,1725000
38,Bachelor's,7,Data Analyst,Noida,Full-time,Small,1051000
29,Master's,3,Web Developer,Bengaluru,Full-time,Small,935000
31,Master's,2,Business Analyst,Kolkata,Contract,Small,706000
22,Bachelor's,0,Project Manager,Hyderabad,Full-time,Medium,1016000
37,Bachelor's,14,Product Analyst,Ahmedabad,Full-time,Startup,1086000
52,Bachelor's,1,Project Manager,Noida,Part-time,Startup,571000
55,Master's,1,Project Manager,Noida,Contract,Medium,1230000
39,Master's,18,Data Scientist,Kolkata,Full-time,Startup,1529000
26,Master's,1,Database Administrator,Noida,Full-time,Large,1083000
54,Master's,29,Data Scientist,Kolkata,Full-time,Startup,1967000
24,Master's,3,Web Developer,Hyderabad,Full-time,Large,965000
38,Bachelor's,12,Data Scientist,Pune,Full-time,Small,1713000
44,Master's,19,Database Administrator,Ahmedabad,Full-time,Large,2192000
54,Bachelor's,21,DevOps Engineer,Delhi,Contract,Large,2330000
28,Bachelor's,5,DevOps Engineer,Delhi,Contract,Medium,999000
51,Bachelor's,20,Data Scientist,Ahmedabad,Full-time,Small,1491000
50,Master's,8,Software Engineer,Chennai,Full-time,Large,1551000
42,PhD,2,Product Analyst,Noida,Full-time,Medium,1088000
23,Bachelor's,2,Project Manager,Hyderabad,Contract,Medium,956000
39,Master's,8,Data Analyst,Kolkata,Contract,Medium,1313000
43,Bachelor's,22,ML Engineer,Hyderabad,Contract,Medium,2681000
27,Bachelor's,3,DevOps Engineer,Chennai,Full-time,Large,1164000
24,Bachelor's,2,Business Analyst,Bengaluru,Contract,Medium,751000
46,Bachelor's,3,Database Administrator,Bengaluru,Full-time,Startup,854000
42,Bachelor's,12,Web Developer,Delhi,Full-time,Small,1117000
22,Bachelor's,1,Data Analyst,Noida,Contract,Startup,501000
26,Master's,5,Database Administrator,Bengaluru,Full-time,Startup,1168000
41,Master's,3,Database Administrator,Chennai,Full-time,Medium,995000
36,Bachelor's,11,Data Analyst,Gurugram,Contract,Large,1639000
40,Bachelor's,5,Software Engineer,Chennai,Contract,Medium,795000
42,Master's,19,Software Engineer,Bengaluru,Full-time,Medium,2641000
55,Master's,23,Data Scientist,Hyderabad,Full-time,Large,2748000
52,Master's,5,Web Developer,Bengaluru,Full-time,Medium,1101000
32,PhD,2,Business Analyst,Chennai,Full-time,Small,980000
54,Bachelor's,9,,Chennai,Part-time,Medium,748000
32,Master's,0,Software Engineer,Chennai,Full-time,Small,713000
52,Master's,7,Data Scientist,Delhi,Full-time,Medium,1766000
24,Bachelor's,0,Business Analyst,Chennai,Contract,Startup,577000
22,Master's,1,ML Engineer,Mumbai,Full-time,Small,1321000
30,Bachelor's,4,Project Manager,Mumbai,Full-time,Large,1632000
35,Master's,2,Database Administrator,Ahmedabad,Full-time,Small,923000
55,Bachelor's,18,ML Engineer,Hyderabad,Full-time,Large,2912000
40,Bachelor's,15,ML Engineer,Gurugram,Full-time,Large,2777000
31,Bachelor's,7,Software Engineer,Noida,Full-time,Startup,970000
48,Bachelor's,17,Database Administrator,Mumbai,Full-time,Large,2013000
25,Bachelor's,0,Software Engineer,Gurugram,Full-time,Medium,893000
48,Bachelor's,16,ML Engineer,Noida,Full-time,Small,2118000
54,Bachelor's,12,Data Analyst,Bengaluru,Full-time,Startup,1447000
35,Master's,11,Product Analyst,Bengaluru,Full-time,Startup,1273000
45,Bachelor's,6,Product Analyst,Hyderabad,Full-time,Medium,1155000
53,Master's,29,Business Analyst,Chennai,Full-time,Large,3104000
47,Master's,17,Business Analyst,Mumbai,Full-time,Medium,1936000
40,Master's,6,Data Analyst,Ahmedabad,Contract,Small,818000
30,Bachelor's,5,Database Administrator,Hyderabad,Full-time,Medium,1125000
40,Master's,18,Database Administrator,Pune,Full-time,Small,1709000
51,Master's,11,Data Analyst,Pune,Full-time,Startup,1190000
52,Bachelor's,23,Database Administrator,Kolkata,Part-time,Small,916000
44,Bachelor's,8,ML Engineer,Hyderabad,Full-time,Small,1512000
54,Bachelor's,4,Software Engineer,Mumbai,Full-time,Small,1060000
53,Bachelor's,23,Software Engineer,Delhi,Full-time,Medium,2725000
25,Bachelor's,1,ML Engineer,Pune,Full-time,Startup,1000000
33,PhD,6,Data Scientist,Delhi,Full-time,Startup,1372000
55,Bachelor's,9,Web Developer,Ahmedabad,Full-time,Medium,1065000
22,Bachelor's,0,Database Administrator,Kolkata,Part-time,Small,273000
21,PhD,0,Database Administrator,Ahmedabad,Full-time,Medium,778000
46,Master's,15,Business Analyst,Pune,Full-time,Medium,1860000
52,Bachelor's,21,Project Manager,Delhi,Contract,Large,2690000
39,Bachelor's,17,Software Engineer,Gurugram,Full-time,Medium,2141000
54,Bachelor's,13,Data Analyst,Pune,Full-time,Startup,1219000
31,PhD,4,Data Analyst,Noida,Full-time,Medium,1303000
32,Master's,10,Business Analyst,Mumbai,Full-time,Medium,1522000
25,PhD,3,Software Engineer,Bengaluru,Full-time,Large,1491000
45,Bachelor's,3,Software Engineer,Mumbai,Full-time,Small,788000
35,Bachelor's,13,Database Administrator,Noida,Full-time,Small,1529000
27,Bachelor's,2,Project Manager,Kolkata,Full-time,Startup,678000
49,Bachelor's,9,Product Analyst,Delhi,Full-time,Small,1196000
22,Bachelor's,0,Database Administrator,Mumbai,Full-time,Large,873000
23,Bachelor's,0,Database Administrator,Gurugram,Full-time,Startup,632000
49,PhD,11,Business Analyst,Hyderabad,Full-time,Medium,1616000
43,PhD,22,Data Scientist,Bengaluru,Full-time,Startup,2830000
27,Bachelor's,2,Web Developer,Ahmedabad,Full-time,Small,516000
22,Bachelor's,0,Business Analyst,Pune,Full-time,Small,586000
55,Bachelor's,26,Data Scientist,Mumbai,Part-time,Startup,1381000
31,Bachelor's,10,DevOps Engineer,Ahmedabad,Full-time,Large,1403000
33,Bachelor's,4,DevOps Engineer,Gurugram,Full-time,Startup,1046000
35,Bachelor's,8,DevOps Engineer,Mumbai,Full-time,Startup,1536000
41,Bachelor's,13,Product Analyst,Bengaluru,Full-time,Medium,1440000
35,Master's,4,ML Engineer,Delhi,Full-time,Medium,1667000
33,Master's,0,Database Administrator,Mumbai,Full-time,Medium,938000
31,Bachelor's,2,ML Engineer,Ahmedabad,Full-time,Large,1128000
37,Master's,3,Database Administrator,Gurugram,Full-time,Small,1153000
46,Bachelor's,17,Data Scientist,Mumbai,Full-time,Medium,2463000
38,Bachelor's,14,Web Developer,Pune,Full-time,Medium,1670000
28,Bachelor's,6,Web Developer,Bengaluru,Full-time,Small,987000
52,Master's,30,Product Analyst,Ahmedabad,Full-time,Small,1737000
33,Bachelor's,9,Data Analyst,Gurugram,Full-time,Medium,1544000
43,Master's,4,DevOps Engineer,Pune,Full-time,Startup,1173000
45,Bachelor's,13,Business Analyst,Chennai,Full-time,Medium,1320000
33,Bachelor's,2,Business Analyst,Delhi,Full-time,Large,923000
43,Bachelor's,5,DevOps Engineer,Gurugram,Full-time,Medium,1346000
32,Master's,5,Data Analyst,Ahmedabad,Contract,Large,931000
52,Master's,4,Software Engineer,Gurugram,Full-time,Startup,1106000
22,Master's,0,Product Analyst,Hyderabad,Full-time,Medium,1017000
37,Bachelor's,5,Project Manager,Gurugram,Full-time,Small,1343000
37,Bachelor's,16,Data Analyst,Chennai,Full-time,Medium,1319000
46,Master's,8,,Gurugram,Contract,Small,1282000
43,Bachelor's,12,DevOps Engineer,Mumbai,Full-time,Small,1494000
40,Master's,2,Business Analyst,Kolkata,Full-time,Small,835000
32,Bachelor's,8,Software Engineer,Pune,Full-time,Startup,1188000
44,Bachelor's,21,Software Engineer,Chennai,Full-time,Medium,1814000
31,Master's,2,Data Analyst,Kolkata,Full-time,Large,766000
40,Bachelor's,15,Software Engineer,Hyderabad,Full-time,Small,1944000
53,Bachelor's,22,DevOps Engineer,Ahmedabad,Full-time,Medium,1727000
50,Bachelor's,2,Web Developer,Bengaluru,Full-time,Large,1000000
52,Master's,21,Project Manager,,Full-time,Medium,2709000
54,PhD,28,ML Engineer,Pune,Full-time,Large,3185000
28,Master's,1,Software Engineer,Noida,Full-time,Large,1122000
54,Bachelor's,22,ML Engineer,Ahmedabad,Full-time,Startup,1899000
35,Master's,1,Software Engineer,Gurugram,Full-time,Startup,838000
52,Master's,18,Database Administrator,Kolkata,Part-time,Large,1116000
42,Bachelor's,15,ML Engineer,Mumbai,Full-time,Medium,2258000
34,Bachelor's,10,Business Analyst,Gurugram,Full-time,Medium,1430000
41,PhD,4,Business Analyst,Hyderabad,Full-time,Medium,1311000
52,Bachelor's,20,Database Administrator,Ahmedabad,Full-time,Large,2286000
41,Bachelor's,8,Business Analyst,Mumbai,Full-time,Startup,1245000
44,Bachelor's,19,Product Analyst,Pune,Full-time,Small,2121000
26,Bachelor's,2,Data Scientist,Pune,Full-time,Large,1271000
31,Master's,7,Web Developer,Hyderabad,Contract,Large,1287000
49,Bachelor's,15,Business Analyst,Kolkata,Contract,Startup,984000
24,PhD,1,Data Scientist,Delhi,Full-time,Large,1552000
49,Bachelor's,13,Project Manager,Gurugram,Full-time,Large,2209000
32,Bachelor's,1,Product Analyst,Kolkata,Full-time,Medium,618000
24,Bachelor's,0,Software Engineer,Hyderabad,Full-time,Startup,721000
30,Bachelor's,4,Database Administrator,Mumbai,Full-time,Large,1176000
53,Bachelor's,7,Project Manager,Mumbai,Full-time,Medium,1545000
46,Master's,22,Database Administrator,Noida,Full-time,Startup,2183000
49,Bachelor's,21,ML Engineer,Bengaluru,Contract,Startup,2465000
47,Bachelor's,1,DevOps Engineer,Mumbai,Full-time,Medium,1005000
34,Master's,13,Web Developer,Gurugram,Full-time,Large,2090000
43,Bachelor's,7,ML Engineer,Gurugram,Full-time,Large,1800000
36,Master's,10,Project Manager,Mumbai,Full-time,Startup,1822000
43,Master's,8,Business Analyst,Bengaluru,Full-time,Large,1574000
32,Bachelor's,8,Data Analyst,Ahmedabad,Full-time,Small,872000
34,Bachelor's,12,Database Administrator,Gurugram,Full-time,Startup,1417000
31,Master's,3,DevOps Engineer,Noida,Full-time,Small,1148000
45,Master's,24,Product Analyst,Noida,Full-time,Startup,2427000
24,Bachelor's,1,Database Administrator,,Contract,Small,634000
52,Bachelor's,9,Database Administrator,Kolkata,Contract,Small,948000
28,Bachelor's,0,Web Developer,Pune,Full-time,Startup,458000
34,PhD,5,ML Engineer,Gurugram,Full-time,Large,1864000
49,Bachelor's,7,Project Manager,Mumbai,Full-time,Startup,1342000
42,Bachelor's,8,Web Developer,Bengaluru,Full-time,Medium,1166000
33,Bachelor's,3,Business Analyst,Noida,Contract,Small,872000
33,Bachelor's,11,Product Analyst,Chennai,Full-time,Small,1404000
50,Master's,1,Database Administrator,Bengaluru,Full-time,Large,1027000
37,Bachelor's,5,Web Developer,Ahmedabad,Contract,Startup,724000
40,Master's,18,Data Scientist,Chennai,Full-time,Startup,1812000
33,Master's,7,Project Manager,Ahmedabad,Full-time,Medium,1275000
24,PhD,2,Database Administrator,Kolkata,Full-time,Large,997000
26,Master's,2,Business Analyst,Bengaluru,Full-time,Large,1184000
29,Master's,4,Project Manager,Mumbai,Full-time,Small,1573000
